urls,url,Bedrooms,Bathrooms,Super area,Developer,Project,Status,Possession by,Transaction type,Car parking,Price Breakup,Unnamed: 12,Address,RERA ID,Water Availability,Status of Electricity,Lift,Furnishing,Loan Offered by,Amenities,Flooring,Floors allowed for construction,Furnished status,Carpet area,Loading,Floor,Car Parking,Bathroom,Facilities,Puja Room,Balconies,Landmarks,Facing,Overlooking,Age of Construction,Authority Approval,Type of Ownership,Brokerage Response,Units Available,Balcony,Lifts,Servant Room,Store Room,Plot area,Study Room,Unnamed: 46,Unnamed: 47,
,https://www.magicbricks.com/propertyDetails/3-BHK-1455-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423630353831383435,3,2.0,,Somya Buildcon,Somya Sky 5,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 47.0 Lac,,"Jagatpura, Jaipur, Rajasthan",,,,,Unfurnished,,,,,,1455 sqft,,4 (Out of 4 Floors),,,"Lift, Gymnasium, Reserved Parking, Security, Intercom Facility",,3.0,Bhwani Singh school,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants",,Less than 5 years,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1045-Sq-ft-Multistorey-Apartment-FOR-Sale-Radha-Vihar-in-Jaipur&id=4d423630353638333731,2,2.0,1045 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",1 Covered,₹ 45.0 Lac,,"C-59/F2 Radha Vihar Colony, New Sanganear Road, Jaipur, Radha Vihar, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,1,Unfurnished,,,,,Unfurnished,,,2 (Out of 3 Floors),,,"Lift, Reserved Parking",,2.0,,East,,5 to 10 years,Jaipur Development Authority,Freehold,,1.0,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1440-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423630353931373739,3,3.0,1440 sqft,DND BuildHome,DND Royale Platinum,Ready to Move,,"Resale
Free Legal Title Check",1 Open,₹ 50.0 Lac,,"B-151, B-151, Jagatpura, Ramnagariya, Jaipur, Rajasthan, Jagatpura, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,2,Unfurnished,,,Vitrified,,,,,8 (Out of 9 Floors),,,"Lift, Club House, Swimming Pool, Gymnasium, Reserved Parking, Water Storage, Vaastu Compliant, Visitor Parking, Waste Disposal, Jogging and Strolling Track",,2.0,Close to main road,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants",Garden/Park,Less than 5 years,Jaipur Development Authority,Leasehold,,1.0,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Jaipur&id=4d423630353436383331,2,2.0,800 sqft,,Pawan Dham,Ready to Move,,"Resale
Free Legal Title Check","10 Covered, 10 Open",₹ 13.0 Lac,,"S3, pawan dham, Jothwara, Jhotwara, Jaipur, Rajasthan",,,,,Unfurnished,,,,,,,,2 (Out of 3 Floors),,,,1.0,,,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",,,Freehold,,,,,,1.0,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-823-Sq-ft-Multistorey-Apartment-FOR-Sale-Manglam-City-in-Jaipur&id=4d423630353435393335,2,2.0,823 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 20.0 Lac,,"Manglam City, Jaipur, Rajasthan",,24 Hours Available,,,Semi-Furnished,,,Normal Tiles/Kotah Stone,,Semi-Furnished,,,3 (Out of 3 Floors),,,"Lift, Park, Air Conditioned",,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1552-Sq-ft-Multistorey-Apartment-FOR-Sale-Vaishali-Nagar-in-Jaipur&id=4d423530393730303334,3,3.0,,Mangalam Group,Grand Vistas,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 55.0 Lac,,"Vaishali Nagar, Jaipur, Rajasthan",,,,,Unfurnished,,,,,,1552 sqft,,4 (Out of 4 Floors),,,"Power Back Up, Lift, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Visitor Parking, Intercom Facility, Maintenance Staff, Jogging and Strolling Track",1.0,3.0,,"South - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Pool, Main Road",5 to 10 years,,Freehold,,,,,,1.0,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1305-Sq-ft-Multistorey-Apartment-FOR-Sale-Bindayaka-in-Jaipur&id=4d423538383138333239,3,3.0,,,,Ready to Move,,"New Property
Free Legal Title Check",None,₹ 39.0 Lac,,"Bindayaka, Bindayaka, Jaipur, Rajasthan",,,,,Unfurnished,,,Ceramic Tiles,,Unfurnished,950 sqft,27%,2 (Out of 12 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Service/Goods Lift, Visitor Parking, Maintenance Staff, Waste Disposal, Banquet Hall, Jogging and Strolling Track",,2.0,"Rangoli Gardens,Mangalam Balaji City",South - East,Pool,Less than 5 years,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1225-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423630353735363235,2,2.0,1225 sqft,Shree Krishnam Group,Royal Treasure,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 52.0 Lac,,"Jagatpura, Jaipur, Rajasthan",,,,,Semi-Furnished,,"Visitor Parking
Jogging and Strolling Track
CCTV Camera
Cycling & Jogging Track
Rain Water Harvesting
Water Storage
View all Amenities",,,,,,2 (Out of 4 Floors),,,,,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-2030-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-in-Jaipur&id=4d423534353237393235,2,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 56.0 Lac,,"Mansarovar, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,,Semi-Furnished,,,Marble,,Semi-Furnished,1215 sqft,40%,3 (Out of 10 Floors),,,,,2.0,,,Main Road,5 to 10 years,Rajasthan Housing Board,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Sale-Sirsi-Road-in-Jaipur&id=4d423538363633313435,3,3.0,,,,Ready to Move,,"New Property
Free Legal Title Check",None,₹ 35.0 Lac,,"plot 74 adinath nagar, sirsi road, Sirsi Road, Jaipur, Rajasthan",,,,,Semi-Furnished,,,Marble,,Semi-Furnished,1296 sqft,4%,2 (Out of 2 Floors),,,,,2.0,,West,,5 to 10 years,,Freehold,,,,,,1.0,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Dadu-Dayal-Nagar-in-Jaipur&id=4d423630353837373539,2,2.0,750 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 28.0 Lac,,"Dadu Dayal Nagar, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,Semi-Furnished,,,Ground (Out of 3 Floors),,,"Lift, Reserved Parking, Vaastu Compliant, RO Water System",,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423538363439373135,2,2.0,,Anukampa Group,Anukampa Hanging Gardens,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 34.0 Lac,,"jaisinghpura, Ajmer road, Ajmer Road, Jaipur, Rajasthan",,,,,Furnished,,,,,,1100 sqft,17%,7 (Out of 11 Floors),,,"Power Back Up, Lift, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Maintenance Staff, Waste Disposal, Internet/Wi-Fi Connectivity, Banquet Hall, Conference Room, Jogging and Strolling Track",,2.0,,"North
Talk to our best Vastu Consultants to get instant solution. View Consultants",Garden/Park,5 to 10 years,,Freehold,,,,,1.0,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-865-Sq-ft-Multistorey-Apartment-FOR-Sale-Manglam-City-in-Jaipur&id=4d423539393935343933,2,2.0,865 sqft,,Mangalam GVWS,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 15.0 Lac,,"Manglam City, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,,,,1 (Out of 4 Floors),,,,,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1092-Sq-ft-Multistorey-Apartment-FOR-Sale-Mahal-Road-in-Jaipur&id=4d423538373530333637,2,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 24.0 Lac,,,,,,,,,,,,Unfurnished,803 sqft,26%,10 (Out of 11 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Park, Reserved Parking, Security, Visitor Parking, Maintenance Staff, Waste Disposal, Laundry Service, RO Water System",,4.0,,East,Garden/Park,,,Leasehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Patrakar-Colony-in-Jaipur&id=4d423537353433353839,3,3.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 40.0 Lac,,"Patrakar Colony, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,Semi-Furnished,200 sqft,80%,2 (Out of 5 Floors),,,"Power Back Up, Park, Maintenance Staff",,2.0,Near phc.,East,,5 to 10 years,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Ram-Nagar-in-Jaipur&id=4d423539373932333935,2,2.0,1000 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 32.0 Lac,,"Ram Nagar, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,Semi-Furnished,,,1 (Out of 2 Floors),,,,,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Rani-Sati-Nagar-in-Jaipur&id=4d423539383633323735,3,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 60.0 Lac,,"Rani Sati Nagar, Jaipur, Rajasthan",,,,,Unfurnished,,,,,Unfurnished,950 sqft,24%,2 (Out of 2 Floors),,,,,2.0,,,,10 to 15 years,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423532343436373537,2,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",5 Open,₹ 40.0 Lac,,,,24 Hours Available,,,,,,,,Furnished,900 sqft,,10 (Out of 13 Floors),,,"Power Back Up, Lift, Club House, Gymnasium, Reserved Parking, Air Conditioned, Intercom Facility, Waste Disposal, RO Water System, Banquet Hall",,,,,,,,Freehold,,,1.0,2,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-917-Sq-ft-Multistorey-Apartment-FOR-Sale-Shri-Kishanpura-in-Jaipur&id=4d423533373133313731,2,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 29.0 Lac,,"301., Shri Kishanpura, Jaipur, Rajasthan",,,,,Unfurnished,,,,,Unfurnished,917 sqft,,3 (Out of 4 Floors),,,"Lift, Reserved Parking",,,Right turn to High Tension Chauraha,,,New Construction,,,,1.0,1.0,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-612-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423537333336323237,2,2.0,,Chordias Group,Atulya,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 23.0 Lac,,"Ajmer Road, Jaipur, Rajasthan",,24 Hours Available,,,,,,,,,460 sqft,24%,4 (Out of 7 Floors),,,,,2.0,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1060-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423536393534323435,2,2.0,,Anukampa Group,Anukampa Hanging Gardens,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 30.0 Lac,,"Ajmer Road, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,,950 sqft,10%,7 (Out of 8 Floors),,,,,,,,,5 to 10 years,,,,,1.0,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajairajpura-in-Jaipur&id=4d423630363039373239,3,3.0,,Gurupragya Infra Pvt. Ltd.,Gurupragya GuruShikhar Apartment,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 45.0 Lac,,"Ajairajpura, Jaipur, Rajasthan",,,,,Furnished,,,,,,1600 sqft,,1 (Out of 8 Floors),,,,,3.0,,,,5 to 10 years,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-847-Sq-ft-Multistorey-Apartment-FOR-Sale-Gandhi-Path-in-Jaipur&id=4d423536323338383733,2,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 33.5 Lac,,"Gandhi Path, Jaipur, Rajasthan",,,,,,,,,,Semi-Furnished,600 sqft,29%,9 (Out of 9 Floors),,,,,,,,,New Construction,,,,,1.0,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Muhana-Mandi-in-Jaipur&id=4d423430363633353939,3,2.0,1400 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",1 Open,₹ 41.0 Lac,,"Muhana Mandi, Jaipur, Rajasthan",,,,,Semi-Furnished,,,Ceramic Tiles,,Semi-Furnished,,,1 (Out of 3 Floors),,,,1.0,2.0,"Iskon Mandir Road, Mansarovar extension.",East,,Less than 5 years,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-2185-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-Extension-in-Jaipur&id=4d423337323232333839,3,3.0,2185 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 70.0 Lac,,"Flat No.101, Mansarovar Extension, Jaipur, Rajasthan",,,,,Unfurnished,,,,,Unfurnished,,,1 (Out of 10 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Service/Goods Lift, Visitor Parking, Maintenance Staff, Waste Disposal, Laundry Service, Banquet Hall",,4.0,,North - East,Main Road,5 to 10 years,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-2024-Sq-ft-Multistorey-Apartment-FOR-Sale-Bani-Park-in-Jaipur&id=4d423539383930333231,3,3.0,2024 sqft,,K K Tower,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 1.10 Cr,,"Bani Park, Jaipur, Rajasthan",,,,,Furnished,,,,,,,,4 (Out of 8 Floors),,,,,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1180-Sq-ft-Multistorey-Apartment-FOR-Sale-Sirsi-Road-in-Jaipur&id=4d423137383334313834,2,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 40.0 Lac,,"Sirsi Road, Jaipur, Rajasthan",,,,,Unfurnished,,,Normal Tiles/Kotah Stone,,Unfurnished,1145 sqft,2%,10 (Out of 13 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Maintenance Staff, RO Water System, Piped Gas, Jogging and Strolling Track",,4.0,,,"Garden/Park, Pool, Main Road",Less than 5 years,,Power Of Attorney,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-Vaishali-Nagar-in-Jaipur&id=4d423630363034383533,3,3.0,,,,Ready to Move,,"New Property
Free Legal Title Check",None,₹ 61.0 Lac,,"vaishali nagar maharana partap, Vaishali Nagar, Jaipur, Rajasthan",,,,,,,,,,Furnished,1400 sqft,,1 (Out of 3 Floors),,,,,2.0,,West,Main Road,,,Freehold,,,,,1.0,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1190-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423235363633393737,2,2.0,1190 sqft,Anukampa Group,Anukampa Hanging Gardens,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 24.5 Lac,,"Ajmer Road, Jaipur, Ajmer Road, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,2,Furnished,,,Ceramic Tiles,,,,,9 (Out of 9 Floors),,,"Lift, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Service/Goods Lift, Maintenance Staff, Cafeteria/Food Court, Outdoor Tennis Courts",,2.0,,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Pool",5 to 10 years,Development Authority,Freehold,,1.0,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-879-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423630363031303133,2,2.0,,Auric Infraprojects Ltd.,The Century Park,,,"Resale
Free Legal Title Check",None,₹ 26.5 Lac,,"bhankrota, Ajmer Road, Jaipur, Rajasthan",,,,,Unfurnished,,"Reserved Parking
Power Back Up
Earth quake resistant
Jogging and Strolling Track
Waste Disposal
Park
View all Amenities",,,Unfurnished,694 sqft,21%,4 (Out of 11 Floors),,,,,2.0,,,,Under Construction,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Vaishali-Nagar-in-Jaipur&id=4d423630363036353931,2,2.0,900 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 40.0 Lac,,"Vaishali Nagar, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,Semi-Furnished,,,2 (Out of 2 Floors),,,,,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-Model-Town-in-Jaipur&id=4d423335343331313131,3,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 55.0 Lac,,"Income Tax 2, Model Town, Jaipur, Rajasthan",,,,,Unfurnished,,,,,Unfurnished,1500 sqft,14%,2 (Out of 2 Floors),,,"Air Conditioned, RO Water System",,2.0,Jaipur Cambridge School,,Main Road,Less than 5 years,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1208-Sq-ft-Multistorey-Apartment-FOR-Sale-Swej-Farm-in-Jaipur&id=4d423333363737383239,3,3.0,1208 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,"₹ 1.10 Cr ₹ 2,411 Monthly",,"Swej Farm, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,Semi-Furnished,,,1 (Out of 5 Floors),,,"Lift, Gymnasium, Reserved Parking, Security, Vaastu Compliant, Service/Goods Lift, Intercom Facility, Maintenance Staff, RO Water System, Banquet Hall, Piped Gas",1.0,,,North,Main Road,Less than 5 years,,Co-operative Society,,,1.0,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Sale-Nirman-Nagar-in-Jaipur&id=4d423237313335353237,2,2.0,950 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",1 Covered,"₹ 42.0 Lac ₹ 1,200 Monthly",,"822/823, laxmipuram apartments no 2, janpath lane no 12, Rani sati nagar, nirman nagar, Jaipur- 302019, Nirman Nagar, Jaipur, Rajasthan",,,,,,,,,,Semi-Furnished,,,3 (Out of 3 Floors),,,,,,,North - East,Main Road,,,Freehold,,,1.0,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1234-Sq-ft-Multistorey-Apartment-FOR-Sale-Patrakar-Colony-Mansarovar-in-Jaipur&id=4d423630343935383237,3,3.0,1234 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 42.0 Lac,,,,,,,,,,,,Unfurnished,,,1 (Out of 4 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking, Water Storage, Vaastu Compliant, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Jogging and Strolling Track",,2.0,,,,,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-2100-Sq-ft-Multistorey-Apartment-FOR-Sale-Patrakar-Colony-in-Jaipur&id=4d423630343838313139,2,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 46.5 Lac,,"Patrakar Colony, Jaipur, Rajasthan",,,,,Unfurnished,,,,,Unfurnished,1710 sqft,18%,3 (Out of 3 Floors),,,"Lift, Reserved Parking, RO Water System",,,,West,Main Road,Less than 5 years,,Freehold,,,1.0,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-928-Sq-ft-Multistorey-Apartment-FOR-Sale-Sikar-Road-in-Jaipur&id=4d423630343835333833,2,2.0,,SHP Home LLP,Atharv Apartment,,,"Resale
Free Legal Title Check",None,₹ 26.9 Lac,,"sikar road jaipur, Sikar Road, Jaipur, Rajasthan",,,,,,,,,,Unfurnished,619 sqft,33%,4 (Out of 9 Floors),,,,,,,,,,,,,,1.0,,,1.0,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-Panchyawala-in-Jaipur&id=4d423630353432383635,3,2.0,1600 sqft,,Manglam Greens,Ready to Move,,"New Property
Free Legal Title Check",None,₹ 90.0 Lac,,"RANGOLI GARDEN ( Vaishali ), Panchyawala, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,,,,7 (Out of 12 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Service/Goods Lift, Visitor Parking, Maintenance Staff, Waste Disposal, Laundry Service, Banquet Hall, Cafeteria/Food Court",,2.0,"Rangoli garden , jaipur","East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Main Road, Garden/Park, Pool",New Construction,,,,,,,,1.0,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-Gandhi-Path-in-Jaipur&id=4d423532323633333039,2,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 50.0 Lac,,"S-2., Gandhi Path, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,Semi-Furnished,1150 sqft,17%,2 (Out of 2 Floors),,,,,2.0,,,,10 to 15 years,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1080-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423335383631303639,2,2.0,,Anukampa Group,Anukampa Hanging Gardens,Ready to Move,,"Resale
Free Legal Title Check",None,"₹ 40.0 Lac ₹ 1,600 Monthly",,"Ajmer Road, Jaipur, Ajmer Road, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,2,Furnished,,,"Ceramic Tiles, Mosaic",,,1060 sqft,1%,3 (Out of 6 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Service/Goods Lift, Air Conditioned, Intercom Facility, Maintenance Staff, Waste Disposal, DTH Television Facility, RO Water System, Banquet Hall, Cafeteria/Food Court, Jogging and Strolling Track, Outdoor Tennis Courts",,,"It's very close to DPS school, Mahindra sez, Infosys, Deutsche bank.","East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Pool, Main Road",Less than 5 years,Jaipur Development Authority,Freehold,,1.0,1.0,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-939-Sq-ft-Multistorey-Apartment-FOR-Sale-C-Scheme-in-Jaipur&id=4d423439313531343637,2,2.0,939 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",6 Open,₹ 1.15 Cr ₹ 750 Monthly,,,,,,1,,,,,,Furnished,,,1 (Out of 4 Floors),,,,,,,West,,,,Freehold,,,,,,1.0,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1275-Sq-ft-Multistorey-Apartment-FOR-Sale-Patrakar-Colony-in-Jaipur&id=4d423630353134363839,2,2.0,,Raheja Developers Ltd.,Raheja Tower,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 40.1 Lac,,"Patrakar Colony, Jaipur, Rajasthan",,,,,Semi-Furnished,,"Visitor Parking
Waste Disposal
Water Storage
Piped Gas
Security
Gymnasium
View all Amenities",,,,1275 sqft,,5 (Out of 9 Floors),,,"Club House, Gymnasium, Security, Water Storage, Vaastu Compliant, Visitor Parking, Waste Disposal, Banquet Hall",,,,,,5 to 10 years,,,,1.0,1.0,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Patrakar-Colony-in-Jaipur&id=4d423537393434343035,2,2.0,900 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 27.0 Lac,,"plot no 329, Patrakar Colony, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,Semi-Furnished,,,2 (Out of 3 Floors),,,,,2.0,,,Garden/Park,Less than 5 years,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-909-Sq-ft-Multistorey-Apartment-FOR-Sale-Central-Spine-in-Jaipur&id=4d423630343630353831,2,2.0,909 sqft,,Rama Heritage,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 45.5 Lac,,"Central Spine, Jaipur, Rajasthan",,,,,Furnished,,,,,,,,5 (Out of 5 Floors),,,,,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Sikar-Road-in-Jaipur&id=4d423535313939343933,3,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 39.0 Lac,,,,,,,,,,,,Furnished,1000 sqft,16%,1 (Out of 3 Floors),,,"Lift, Reserved Parking, Security, Vaastu Compliant, Maintenance Staff, Waste Disposal",,,,East,Main Road,,,Co-operative Society,,,1.0,,,1.0,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1438-Sq-ft-Multistorey-Apartment-FOR-Sale-Kalwar-Road-in-Jaipur&id=4d423439383039323330,3,3.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 50.0 Lac,,"Kalwar Road, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,Semi-Furnished,1438 sqft,,4 (Out of 9 Floors),,,"Lift, Club House, Swimming Pool, Park, Reserved Parking, Security, Water Storage, Visitor Parking, Banquet Hall, Jogging and Strolling Track",,3.0,opposite Chirayu Hospital,,"Pool, Garden/Park",New Construction,,,,,,,,,,,,,
